time,disp_xs,e_x1,e_x2,e_x3,mises1,mises2,mises3,sig_x1,sig_x2,sig_x3
0,0,0,0,0,0,0,0,0,0,0
0.005,0.00065177581939441,2.1904138395574e-17,3.9404013905888e-11,-0.0001546465483874,9.597824175669e-15,7.3659855488383e-09,0.03044694571099,7.8842233360078e-15,1.0342009119821e-08,-0.041850071619053
0.01,0.002676644857003,-1.3473998108713e-15,-5.8678142534715e-10,-0.00053585296001516,3.6293732126388e-13,1.1309991811903e-07,0.13012857118899,-3.0817756006575e-13,-1.5805345413175e-07,-0.13947113786891
0.015,0.0049546853776673,-2.4812393081568e-15,-2.3392877838588e-09,-0.0007590304539693,1.3457043248124e-12,5.028476468504e-07,0.25836684582938,-8.8628044434175e-13,-5.793392821309e-07,-0.18274930897493
0.02,0.0063457135115395,5.5141422054692e-14,4.3702617820736e-09,-0.00075152218856833,1.5307768442221e-11,7.5811859882966e-07,0.31829235719427,1.2049995288534e-11,1.3766881774832e-06,-0.17180463709864
0.025,0.0079468173376349,6.9302929754499e-14,1.9077766092679e-08,-0.00093525415088539,3.4469999521861e-11,4.5489579113555e-06,0.3038811264237,2.0178778704569e-11,4.950632633268e-06,-0.2497781403296
0.03,0.010609665493097,-6.4746821758541e-13,-9.1894805215873e-09,-0.0011553343354531,1.8265294673371e-10,5.6379071737031e-07,0.34688800711695,-1.3533591270941e-10,-4.2419225234923e-06,-0.35109652019
0.035,0.013426779297022,-8.3921461841653e-13,-6.6519175526777e-08,-0.0010902790780366,3.9849782405804e-10,1.6697177198832e-05,0.48496158272686,-2.0583952295592e-10,-1.8940394499003e-05,-0.33176404945955
0.04,0.015951075993745,3.8358871987206e-12,9.0706663558043e-09,-0.0011695473110155,1.0926111021586e-09,6.0416878080537e-06,0.57937427286736,7.6351772991757e-10,8.5012899515591e-06,-0.31561846649972
0.045,0.018716922007194,5.7057378501362e-12,1.7203760040306e-07,-0.0015729214208536,2.7160558615772e-09,4.6370857724335e-05,0.58776399417916,1.2335557136747e-09,5.3634868553114e-05,-0.42284603636664
0.05,0.021736577200325,-1.398174590815e-11,-9.3841161340504e-08,-0.0017365514418519,4.0461544873165e-09,2.3674634613196e-05,0.62297163803778,-2.5678965601075e-09,-3.89728130238e-05,-0.51731480413997
0.055,0.024880685625077,-2.694403644246e-11,-4.7613123477027e-07,-0.0016291644907903,1.2986363505609e-08,0.00011143014959289,0.71210036103732,-5.1936319279639e-09,-0.00014894240214676,-0.51851821128274
0.06,0.0284982240687,2.9529386277503e-11,8.8236595289321e-06,-0.0017338628558658,8.9394869357571e-09,0.0015252288040423,0.79071729569338,4.241773813837e-09,0.0023697353759063,-0.51647907547253
0.065,0.032449346825943,9.6807315605382e-11,6.8405130691125e-05,-0.0019901529947587,4.7439081855763e-08,0.012307837189446,0.87402831569966,1.6461986484838e-08,0.017724218686518,-0.55778774164268
0.07,0.036134078544227,-1.6575237055978e-13,0.00025457211886317,-0.0021788524076687,8.0138916357881e-09,0.047217795116152,0.94493842973681,7.4734371885318e-09,0.0634392157572,-0.64376575807508
