time,load,mises,pe_eff,pe_xx,strain_xx,stress_xx
7.3099999999999,4.676e-05,78.767131782964,3.691410852708e-05,3.691410852708e-05,4.676e-05,78.767131783361
7.3199999999999,4.672e-05,78.447131782964,3.691410852708e-05,3.691410852708e-05,4.672e-05,78.447131783361
7.3299999999999,4.668e-05,78.127131782965,3.691410852708e-05,3.691410852708e-05,4.668e-05,78.127131783361
7.3399999999999,4.664e-05,77.807131782964,3.691410852708e-05,3.691410852708e-05,4.664e-05,77.807131783361
7.3499999999999,4.66e-05,77.487131782964,3.691410852708e-05,3.691410852708e-05,4.66e-05,77.487131783361
7.3599999999999,4.656e-05,77.167131782964,3.691410852708e-05,3.691410852708e-05,4.656e-05,77.167131783361
7.3699999999999,4.652e-05,76.847131782965,3.691410852708e-05,3.691410852708e-05,4.652e-05,76.847131783361
7.3799999999999,4.648e-05,76.527131782964,3.691410852708e-05,3.691410852708e-05,4.648e-05,76.527131783361
7.3899999999999,4.644e-05,76.207131782965,3.691410852708e-05,3.691410852708e-05,4.644e-05,76.207131783361
7.3999999999999,4.64e-05,75.887131782965,3.691410852708e-05,3.691410852708e-05,4.64e-05,75.887131783361
7.4099999999999,4.636e-05,75.567131782965,3.691410852708e-05,3.691410852708e-05,4.636e-05,75.567131783361
7.4199999999999,4.632e-05,75.247131782965,3.691410852708e-05,3.691410852708e-05,4.632e-05,75.247131783361
7.4299999999999,4.628e-05,74.927131782965,3.691410852708e-05,3.691410852708e-05,4.628e-05,74.927131783361
7.4399999999999,4.624e-05,74.607131782965,3.691410852708e-05,3.691410852708e-05,4.624e-05,74.607131783361
7.4499999999999,4.62e-05,74.287131782965,3.691410852708e-05,3.691410852708e-05,4.62e-05,74.287131783361
7.4599999999999,4.616e-05,73.967131782965,3.691410852708e-05,3.691410852708e-05,4.616e-05,73.967131783361
7.4699999999999,4.612e-05,73.647131782965,3.691410852708e-05,3.691410852708e-05,4.612e-05,73.647131783361
7.4799999999999,4.608e-05,73.327131782965,3.691410852708e-05,3.691410852708e-05,4.608e-05,73.327131783361
7.4899999999999,4.604e-05,73.007131782965,3.691410852708e-05,3.691410852708e-05,4.604e-05,73.007131783361
7.4999999999999,4.6e-05,72.687131782965,3.691410852708e-05,3.691410852708e-05,4.6e-05,72.687131783361
7.5099999999999,4.596e-05,72.367131782965,3.691410852708e-05,3.691410852708e-05,4.596e-05,72.367131783361
7.5199999999999,4.592e-05,72.047131782965,3.691410852708e-05,3.691410852708e-05,4.592e-05,72.047131783361
7.5299999999999,4.588e-05,71.727131782965,3.691410852708e-05,3.691410852708e-05,4.588e-05,71.727131783361
7.5399999999999,4.584e-05,71.407131782965,3.691410852708e-05,3.691410852708e-05,4.584e-05,71.407131783361
7.5499999999999,4.58e-05,71.087131782965,3.691410852708e-05,3.691410852708e-05,4.58e-05,71.087131783361
7.5599999999999,4.576e-05,70.767131782965,3.691410852708e-05,3.691410852708e-05,4.576e-05,70.767131783361
7.5699999999999,4.572e-05,70.447131782965,3.691410852708e-05,3.691410852708e-05,4.572e-05,70.447131783361
7.5799999999999,4.568e-05,70.127131782965,3.691410852708e-05,3.691410852708e-05,4.568e-05,70.127131783361
7.5899999999999,4.564e-05,69.807131782965,3.691410852708e-05,3.691410852708e-05,4.564e-05,69.807131783361
7.5999999999999,4.56e-05,69.487131782965,3.691410852708e-05,3.691410852708e-05,4.56e-05,69.487131783361
7.6099999999999,4.556e-05,69.167131782965,3.691410852708e-05,3.691410852708e-05,4.556e-05,69.167131783361
7.6199999999999,4.552e-05,68.847131782965,3.691410852708e-05,3.691410852708e-05,4.552e-05,68.847131783361
